apps/erpnext/erpnext/controllers/recurring_document.py +214,'Notification Email Addresses' not specified for recurring %s,'Notification Email Addresses' not specified for recurring %s
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +95,'Opening','Opening'
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +57,'To Case No.' cannot be less than 'From Case No.','To Case No.' cannot be less than 'From Case No.'
apps/erpnext/erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py +48,'To Date' is required,'To Date' is required
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +59,'Total','Total'
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +48,'Update Stock' can not be checked because items are not delivered via {0},'Update Stock' can not be checked because items are not delivered via {0}
apps/erpnext/erpnext/controllers/accounts_controller.py +568,'Update Stock' cannot be checked for fixed asset sale,'Update Stock' cannot be checked for fixed asset sale
DocType: Production Order Operation,(Hour Rate / 60) * Actual Operation Time,(Hour Rate / 60) * Actual Operation Time
DocType: Sales Taxes and Charges Template,* Will be calculated in the transaction.,* Will be calculated in the transaction.
DocType: Fiscal Year,**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.
apps/erpnext/erpnext/accounts/report/accounts_receivable_summary/accounts_receivable_summary.py +27,-Above,-Above
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +64,90-Above,90-Above
DocType: Address Template,"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>"
apps/erpnext/erpnext/selling/doctype/customer/customer.py +129,A Customer Group exists with same name please change the Customer name or rename the Customer Group,A Customer Group exists with same name please change the Customer name or rename the Customer Group
apps/erpnext/erpnext/public/js/setup_wizard.js +292,A Product or Service,A Product or Service
DocType: Item,"A Product or a Service that is bought, sold or kept in stock.","A Product or a Service that is bought, sold or kept in stock."
DocType: Shipping Rule Condition,A condition for a Shipping Rule,A condition for a Shipping Rule
DocType: Warehouse,A logical Warehouse against which stock entries are made.,A logical Warehouse against which stock entries are made.
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.
DocType: Expense Claim,"A user with ""Expense Approver"" role","A user with ""Expense Approver"" role"
DocType: Employee,A+,A+
DocType: Employee,A-,A-
DocType: Cheque Print Template,A4,A4
DocType: Employee,AB+,AB+
DocType: Employee,AB-,AB-
DocType: Serial No,AMC Expiry Date,AMC Expiry Date
DocType: Student Applicant,AP,AP
DocType: Appraisal,APRSL,APRSL
DocType: Attendance,ATT-,ATT-
DocType: Salary Component,Abbr,Abbr
apps/erpnext/erpnext/setup/doctype/company/company.py +271,Abbr can not be blank or space,Abbr can not be blank or space
DocType: Item Attribute Value,Abbreviation,Abbreviation
apps/erpnext/erpnext/setup/doctype/company/company.py +48,Abbreviation already used for another company,Abbreviation already used for another company
apps/erpnext/erpnext/hr/doctype/salary_component/salary_component.py +24,Abbreviation already used for another salary component,Abbreviation already used for another salary component
apps/erpnext/erpnext/hr/doctype/salary_component/salary_component.py +21,Abbreviation cannot have more than 5 characters,Abbreviation cannot have more than 5 characters
apps/erpnext/erpnext/setup/doctype/company/company.py +45,Abbreviation is mandatory,Abbreviation is mandatory
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py +58,Above,Above
DocType: Attendance,Absent,Absent
,Absent Student Report,Absent Student Report
DocType: Student Log,Academic,Academic
DocType: Academic Term,Academic Term,Academic Term
DocType: Academic Term,Academic Year,Academic Year
DocType: Academic Year,Academic Year Name,Academic Year Name
DocType: Department,Academics User,Academics User
DocType: Item Quality Inspection Parameter,Acceptance Criteria,Acceptance Criteria
DocType: Offer Letter,Accepted,Accepted
apps/erpnext/erpnext/controllers/buying_controller.py +316,Accepted + Rejected Qty must be equal to Received quantity for Item {0},Accepted + Rejected Qty must be equal to Received quantity for Item {0}
DocType: Purchase Receipt Item,Accepted Quantity,Accepted Quantity
DocType: Purchase Invoice Item,Accepted Warehouse,Accepted Warehouse
DocType: Hub Settings,Access Token,Access Token
DocType: Account,Account,Account
DocType: Journal Entry Account,Account Balance,Account Balance
DocType: Bank Reconciliation,Account Currency,Account Currency
DocType: Purchase Taxes and Charges,Account Head,Account Head
DocType: Account,Account Name,Account Name
DocType: Payment Entry,Account Paid From,Account Paid From
DocType: Payment Entry,Account Paid To,Account Paid To
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +25,Account Pay Only,Account Pay Only
DocType: Account,Account Type,Account Type
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +146,Account Type for {0} must be {1},Account Type for {0} must be {1}
apps/erpnext/erpnext/accounts/doctype/account/account.py +119,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'"
apps/erpnext/erpnext/accounts/doctype/account/account.py +117,"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'"
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +28,Account does not match with Company,Account does not match with Company
DocType: POS Profile,Account for Change Amount,Account for Change Amount
DocType: Warehouse,Account for the warehouse (Perpetual Inventory) will be created under this Account.,Account for the warehouse (Perpetual Inventory) will be created under this Account.
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +77,Account head {0} created,Account head {0} created
apps/erpnext/erpnext/accounts/doctype/account/account.py +131,Account with child nodes cannot be converted to ledger,Account with child nodes cannot be converted to ledger
apps/erpnext/erpnext/accounts/doctype/account/account.py +101,Account with child nodes cannot be set as ledger,Account with child nodes cannot be set as ledger
apps/erpnext/erpnext/accounts/doctype/account/account.py +141,Account with existing transaction can not be converted to group.,Account with existing transaction can not be converted to group.
apps/erpnext/erpnext/accounts/doctype/account/account.py +202,Account with existing transaction can not be deleted,Account with existing transaction can not be deleted
apps/erpnext/erpnext/accounts/doctype/account/account.py +96,Account with existing transaction cannot be converted to ledger,Account with existing transaction cannot be converted to ledger
apps/erpnext/erpnext/setup/doctype/company/company.py +57,Account {0} does not belong to company: {1},Account {0} does not belong to company: {1}
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +46,Account {0} does not belongs to company {1},Account {0} does not belongs to company {1}
apps/erpnext/erpnext/accounts/doctype/account/account.py +218,Account {0} does not exist,Account {0} does not exist
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +32,Account {0} does not exists,Account {0} does not exists
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +53,Account {0} has been entered multiple times,Account {0} has been entered multiple times
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +207,Account {0} is frozen,Account {0} is frozen
apps/erpnext/erpnext/controllers/accounts_controller.py +285,Account {0} is invalid. Account Currency must be {1},Account {0} is invalid. Account Currency must be {1}
apps/erpnext/erpnext/accounts/doctype/account/account.py +52,Account {0}: Parent account {1} can not be a ledger,Account {0}: Parent account {1} can not be a ledger
apps/erpnext/erpnext/accounts/doctype/account/account.py +54,Account {0}: Parent account {1} does not belong to company: {2},Account {0}: Parent account {1} does not belong to company: {2}
apps/erpnext/erpnext/accounts/doctype/account/account.py +48,Account {0}: Parent account {1} does not exist,Account {0}: Parent account {1} does not exist
apps/erpnext/erpnext/accounts/doctype/account/account.py +50,Account {0}: You can not assign itself as parent account,Account {0}: You can not assign itself as parent account
apps/erpnext/erpnext/accounts/general_ledger.py +106,Account: {0} can only be updated via Stock Transactions,Account: {0} can only be updated via Stock Transactions
apps/erpnext/erpnext/controllers/accounts_controller.py +683,Account: {0} with currency: {1} can not be selected,Account: {0} with currency: {1} can not be selected
apps/erpnext/erpnext/public/js/setup_wizard.js +205,Accountant,Accountant
DocType: Purchase Invoice Item,Accounting,Accounting
DocType: Sales Invoice,Accounting Details,Accounting Details
DocType: Journal Entry,Accounting Entries,Accounting Entries
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +391,Accounting Entry for Stock,Accounting Entry for Stock
apps/erpnext/erpnext/accounts/party.py +234,Accounting Entry for {0}: {1} can only be made in currency: {2},Accounting Entry for {0}: {1} can only be made in currency: {2}
apps/erpnext/erpnext/buying/doctype/supplier/supplier.js +34,Accounting Ledger,Accounting Ledger
apps/erpnext/erpnext/config/accounts.py +107,Accounting Statements,Accounting Statements
apps/erpnext/erpnext/accounts/party.py +253,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.,Accounting entries have already been made in currency {0} for company {1}. Please select a receivable or payable account with currency {0}.
DocType: Accounts Settings,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.","Accounting entry frozen up to this date, nobody can do / modify entry except role specified below."
apps/erpnext/erpnext/config/accounts.py +61,Accounting journal entries.,Accounting journal entries.
DocType: Account,Accounts,Accounts
DocType: Accounts Settings,Accounts Frozen Upto,Accounts Frozen Upto
DocType: Account,Accounts Manager,Accounts Manager
DocType: Journal Entry,Accounts Payable,Accounts Payable
,Accounts Payable Summary,Accounts Payable Summary
DocType: Journal Entry,Accounts Receivable,Accounts Receivable
,Accounts Receivable Summary,Accounts Receivable Summary
DocType: Accounts Settings,Accounts Settings,Accounts Settings
DocType: Account,Accounts User,Accounts User
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +531,Accounts table cannot be blank.,Accounts table cannot be blank.
DocType: Account,Accumulated Depreciation,Accumulated Depreciation
DocType: Asset Category Account,Accumulated Depreciation Account,Accumulated Depreciation Account
DocType: Depreciation Schedule,Accumulated Depreciation Amount,Accumulated Depreciation Amount
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +149,Accumulated Depreciation as on,Accumulated Depreciation as on
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +106,Accumulated Monthly,Accumulated Monthly
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.js +10,Accumulated Values,Accumulated Values
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.py +51,Achieved,Achieved
DocType: Student Log,Achievement,Achievement
DocType: Vehicle,Acquisition Date,Acquisition Date
DocType: Budget,Action if Accumulated Monthly Budget Exceeded,Action if Accumulated Monthly Budget Exceeded
DocType: Budget,Action if Annual Budget Exceeded,Action if Annual Budget Exceeded
DocType: Employee,Active,Active
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.py +31,Active Leads / Customers,Active Leads / Customers
DocType: Activity Cost,Activity Cost,Activity Cost
apps/erpnext/erpnext/projects/doctype/activity_cost/activity_cost.py +29,Activity Cost exists for Employee {0} against Activity Type - {1},Activity Cost exists for Employee {0} against Activity Type - {1}
apps/erpnext/erpnext/projects/doctype/activity_type/activity_type.js +3,Activity Cost per Employee,Activity Cost per Employee
DocType: Process Payroll,Activity Log,Activity Log
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +71,Activity Log:,Activity Log:
DocType: Activity Cost,Activity Type,Activity Type
DocType: Purchase Taxes and Charges,Actual,Actual
DocType: Maintenance Schedule Detail,Actual Date,Actual Date
DocType: Production Order,Actual End Date,Actual End Date
DocType: Task,Actual End Date (via Time Sheet),Actual End Date (via Time Sheet)
DocType: Production Order Operation,Actual End Time,Actual End Time
DocType: Production Order,Actual Operating Cost,Actual Operating Cost
DocType: Production Order Operation,Actual Operation Time,Actual Operation Time
DocType: Quotation Item,Actual Qty,Actual Qty
DocType: Stock Entry Detail,Actual Qty (at source/target),Actual Qty (at source/target)
DocType: Stock Ledger Entry,Actual Qty After Transaction,Actual Qty After Transaction
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +60,Actual Qty is mandatory,Actual Qty is mandatory
DocType: Bin,Actual Quantity,Actual Quantity
DocType: Production Order,Actual Start Date,Actual Start Date
DocType: Task,Actual Start Date (via Time Sheet),Actual Start Date (via Time Sheet)
DocType: Production Order Operation,Actual Start Time,Actual Start Time
DocType: Project,Actual Time (in Hours),Actual Time (in Hours)
DocType: Task,Actual Time (in hours),Actual Time (in hours)
DocType: Production Order Operation,Actual Time and Cost,Actual Time and Cost
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +166,Actual type tax cannot be included in Item rate in row {0},Actual type tax cannot be included in Item rate in row {0}
apps/erpnext/erpnext/stock/dashboard/item_dashboard_list.html +25,Acutal Qty {0} / Waiting Qty {1},Acutal Qty {0} / Waiting Qty {1}
apps/erpnext/erpnext/stock/page/stock_balance/stock_balance.js +51,Acutal qty in stock,Acutal qty in stock
DocType: Purchase Taxes and Charges,Add,Add
apps/erpnext/erpnext/stock/doctype/item/item.js +225,Add / Edit Prices,Add / Edit Prices
DocType: Purchase Receipt,Add / Edit Taxes and Charges,Add / Edit Taxes and Charges
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +371,Add Employees,Add Employees
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +105,Add Item,Add Item
apps/erpnext/erpnext/public/js/utils/item_selector.js +12,Add Items,Add Items
DocType: Email Digest,Add Quote,Add Quote
apps/erpnext/erpnext/public/js/utils.js +39,Add Serial No,Add Serial No
apps/erpnext/erpnext/public/js/setup_wizard.js +216,Add Taxes,Add Taxes
apps/erpnext/erpnext/public/js/setup_wizard.js +184,Add Users,Add Users
apps/erpnext/erpnext/public/js/setup_wizard.js +313,Add a few sample records,Add a few sample records
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +844,Add items from,Add items from
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +166,Add more items or open full form,Add more items or open full form
DocType: Purchase Taxes and Charges,Add or Deduct,Add or Deduct
apps/erpnext/erpnext/templates/generators/item.html +62,Add to Cart,Add to Cart
apps/erpnext/erpnext/support/doctype/issue/issue.js +24,Add to Knowledge Base,Add to Knowledge Base
DocType: Lead,Add to calendar on this date,Add to calendar on this date
DocType: Leave Allocation,Add unused leaves from previous allocations,Add unused leaves from previous allocations
apps/erpnext/erpnext/public/js/setup_wizard.js +185,"Add users to your organization, other than yourself","Add users to your organization, other than yourself"
DocType: Email Digest,Add/Remove Recipients,Add/Remove Recipients
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +23,Added,Added
apps/erpnext/erpnext/public/js/utils/item_selector.js +58,Added {0} ({1}),Added {0} ({1})
DocType: Stock Entry Detail,Additional Cost,Additional Cost
DocType: Stock Entry,Additional Costs,Additional Costs
DocType: Vehicle,Additional Details,Additional Details
DocType: Purchase Invoice,Additional Discount,Additional Discount
DocType: Purchase Invoice,Additional Discount Amount,Additional Discount Amount
DocType: Purchase Invoice,Additional Discount Amount (Company Currency),Additional Discount Amount (Company Currency)
DocType: Purchase Invoice,Additional Discount Percentage,Additional Discount Percentage
DocType: Production Order,Additional Operating Cost,Additional Operating Cost
DocType: Customer,Additional information regarding the customer.,Additional information regarding the customer.
DocType: Purchase Invoice,Address,Address
DocType: Lead,Address & Contact,Address & Contact
DocType: Sales Partner,Address & Contacts,Address & Contacts
DocType: Lead,Address Desc,Address Desc
DocType: Supplier,Address HTML,Address HTML
DocType: Student,Address Line 1,Address Line 1
DocType: Student,Address Line 2,Address Line 2
DocType: Address Template,Address Template,Address Template
DocType: Address,Address Title,Address Title
apps/erpnext/erpnext/utilities/doctype/address/address.py +30,Address Title is mandatory.,Address Title is mandatory.
DocType: Address,Address Type,Address Type
DocType: Purchase Invoice,Address and Contact,Address and Contact
DocType: Supplier,Address and Contacts,Address and Contacts
apps/erpnext/erpnext/hooks.py +94,Addresses,Addresses
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +91,Administrative Expenses,Administrative Expenses
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +89,Administrative Officer,Administrative Officer
DocType: Homepage,Administrator,Administrator
apps/erpnext/erpnext/config/schools.py +33,Admission,Admission
DocType: Student Admission,Admission End Date,Admission End Date
DocType: Student Admission,Admission Start Date,Admission Start Date
apps/erpnext/erpnext/schools/doctype/student_admission/student_admission.py +26,Admissions for {0},Admissions for {0}
DocType: Student Applicant,Admitted,Admitted
DocType: Purchase Invoice Advance,Advance Amount,Advance Amount
DocType: Purchase Order,Advance Paid,Advance Paid
DocType: Purchase Invoice,Advance Payments,Advance Payments
DocType: Sales Invoice Advance,Advance amount,Advance amount
apps/erpnext/erpnext/controllers/taxes_and_totals.py +413,Advance amount cannot be greater than {0} {1},Advance amount cannot be greater than {0} {1}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +249,"Advance paid against {0} {1} cannot be greater \
						than Grand Total {2}","Advance paid against {0} {1} cannot be greater \
						than Grand Total {2}"
DocType: Purchase Invoice,Advances,Advances
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +6,Advertising,Advertising
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +7,Aerospace,Aerospace
DocType: Shopping Cart Settings,After payment completion redirect user to selected page.,After payment completion redirect user to selected page.
DocType: GL Entry,Against,Against
DocType: Bank Reconciliation Detail,Against Account,Against Account
DocType: Quotation Item,Against Docname,Against Docname
DocType: Quotation Item,Against Doctype,Against Doctype
DocType: Maintenance Visit Purpose,Against Document Detail No,Against Document Detail No
DocType: Maintenance Visit Purpose,Against Document No,Against Document No
DocType: Purchase Invoice,Against Expense Account,Against Expense Account
DocType: Sales Invoice,Against Income Account,Against Income Account
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +158,Against Journal Entry {0} does not have any unmatched {1} entry,Against Journal Entry {0} does not have any unmatched {1} entry
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +183,Against Journal Entry {0} is already adjusted against some other voucher,Against Journal Entry {0} is already adjusted against some other voucher
DocType: Delivery Note Item,Against Sales Invoice,Against Sales Invoice
DocType: Delivery Note Item,Against Sales Invoice Item,Against Sales Invoice Item
DocType: Delivery Note Item,Against Sales Order,Against Sales Order
DocType: Delivery Note Item,Against Sales Order Item,Against Sales Order Item
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +81,Against Supplier Invoice {0} dated {1},Against Supplier Invoice {0} dated {1}
DocType: GL Entry,Against Voucher,Against Voucher
DocType: GL Entry,Against Voucher Type,Against Voucher Type
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +60,Age,Age
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.py +44,Age (Days),Age (Days)
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +27,Ageing Based On,Ageing Based On
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +37,Ageing Range 1,Ageing Range 1
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +44,Ageing Range 2,Ageing Range 2
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +51,Ageing Range 3,Ageing Range 3
DocType: Sales Partner,Agent,Agent
DocType: Product Bundle,"Aggregate group of **Items** into another **Item**. This is useful if you are bundling a certain **Items** into a package and you maintain stock of the packed **Items** and not the aggregate **Item**. 

The package **Item** will have ""Is Stock Item"" as ""No"" and ""Is Sales Item"" as ""Yes"".

For Example: If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.

Note: BOM = Bill of Materials",
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +8,Agriculture,Agriculture
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +9,Airline,Airline
DocType: C-Form,All,All
apps/erpnext/erpnext/config/selling.py +46,All Addresses.,All Addresses.
DocType: SMS Center,All Contact,All Contact
apps/erpnext/erpnext/config/selling.py +41,All Contacts.,All Contacts.
DocType: SMS Center,All Customer Contact,All Customer Contact
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +102,All Customer Groups,All Customer Groups
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +113,All Day,All Day
DocType: SMS Center,All Employee (Active),All Employee (Active)
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +20,All Item Groups,All Item Groups
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +24,All Jobs,All Jobs
DocType: SMS Center,All Lead (Open),All Lead (Open)
apps/erpnext/erpnext/config/selling.py +57,All Products or Services.,All Products or Services.
DocType: SMS Center,All Sales Partner Contact,All Sales Partner Contact
DocType: SMS Center,All Sales Person,All Sales Person
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.
apps/erpnext/erpnext/schools/doctype/student_admission/student_admission.py +23,All Student Admissions,All Student Admissions
DocType: Announcement,All Students,All Students
DocType: SMS Center,All Supplier Contact,All Supplier Contact
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +128,All Supplier Types,All Supplier Types
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +99,All Territories,All Territories
apps/erpnext/erpnext/patches/v7_0/create_warehouse_nestedset.py +58,All Warehouses,All Warehouses
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +375,All items have already been invoiced,All items have already been invoiced
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +732,All items have already been transferred for this Production Order.,All items have already been transferred for this Production Order.
apps/erpnext/erpnext/accounts/page/pos/pos.js +753,All records are synced.,All records are synced.
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +362,All these items have already been invoiced,All these items have already been invoiced
DocType: Leave Control Panel,Allocate,Allocate
DocType: Payment Entry,Allocate Payment Amount,Allocate Payment Amount
apps/erpnext/erpnext/config/hr.py +75,Allocate leaves for a period.,Allocate leaves for a period.
apps/erpnext/erpnext/config/hr.py +81,Allocate leaves for the year.,Allocate leaves for the year.
DocType: Payment Entry Reference,Allocated,Allocated
DocType: Purchase Invoice Advance,Allocated Amount,Allocated Amount
DocType: Payment Reconciliation Payment,Allocated amount,Allocated amount
apps/erpnext/erpnext/accounts/utils.py +314,Allocated amount can not be negative,Allocated amount can not be negative
apps/erpnext/erpnext/accounts/utils.py +316,Allocated amount can not greater than unadjusted amount,Allocated amount can not greater than unadjusted amount
apps/erpnext/erpnext/hr/doctype/leave_type/leave_type.js +3,Allocations,Allocations
DocType: POS Profile,Allow Delete,Allow Delete
DocType: Buying Settings,Allow Item to be added multiple times in a transaction,Allow Item to be added multiple times in a transaction
DocType: Leave Type,Allow Negative Balance,Allow Negative Balance
DocType: Stock Settings,Allow Negative Stock,Allow Negative Stock
DocType: Manufacturing Settings,Allow Overtime,Allow Overtime
DocType: Manufacturing Settings,Allow Production on Holidays,Allow Production on Holidays
DocType: Leave Block List Allow,Allow User,Allow User
DocType: Leave Block List,Allow Users,Allow Users
DocType: Selling Settings,Allow multiple Sales Orders against a Customer's Purchase Order,Allow multiple Sales Orders against a Customer's Purchase Order
DocType: Item,Allow over delivery or receipt upto this percent,Allow over delivery or receipt upto this percent
DocType: Leave Block List,Allow the following users to approve Leave Applications for block days.,Allow the following users to approve Leave Applications for block days.
DocType: Selling Settings,Allow user to edit Price List Rate in transactions,Allow user to edit Price List Rate in transactions
DocType: POS Profile,Allow user to edit Rate,Allow user to edit Rate
DocType: Stock Settings,Allowance Percent,Allowance Percent
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +570,Already completed,Already completed
DocType: Guardian,Alternate Number,Alternate Number
DocType: Asset,Amended From,Amended From
DocType: Bank Reconciliation Detail,Amount,Amount
DocType: Purchase Invoice Item,Amount (Company Currency),Amount (Company Currency)
apps/erpnext/erpnext/accounts/report/asset_depreciation_ledger/asset_depreciation_ledger.py +81,Amount After Depreciation,Amount After Depreciation
DocType: Stock Reconciliation Item,Amount Difference,Amount Difference
